validador_diario_24hs,carr,carros_sales_force,territorio,empresa,modalidade,v,caixas_enviadas,caixas_retornadas,pct_caixas_retornadas,objetivo_de_retorno,situacao_dia,data,obs
BR0219605R46227,C470824,BR0219605,TD Curitiba,FADEL,M1,R,31.0,0,0.0,21.7,-21.7,2026-07-24,
BR0219606R46227,C470825,BR0219606,TD Curitiba,FADEL,M1,R,31.0,47,1.5161290322580645,21.7,25.3,2026-07-24,
BR0219609R46227,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219610R46227,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075562R46227,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075684R46227,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075652R46227,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219608R46227,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075807R46227,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075798R46227,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075774R46227,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075712R46227,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075595R46227,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-24,
BR0075783R46227,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075507R46227,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-24,
BR0075522R46227,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,11.0,0,0.0,7.699999999999999,-7.699999999999999,2026-07-24,
BR0075549R46227,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,23.0,61,2.652173913043478,16.099999999999998,44.900000000000006,2026-07-24,
BR0075781R46227,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,32.0,15,0.46875,22.4,-7.399999999999999,2026-07-24,
BR0075802R46227,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,9.0,0,0.0,6.3,-6.3,2026-07-24,
BR0442251R46227,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442252R46227,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442186R46227,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442230R46227,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442231R46227,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442185R46227,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442702R46227,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0347315R46227,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0347316R46227,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442236R46227,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442237R46227,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442243R46227,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442232R46227,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442240R46227,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-24,
BR0442242R46227,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442233R46227,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442234R46227,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-24,
BR0442235R46227,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442245R46227,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-24,
BR0442246R46227,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-24,
BR0075485R46230,C470741,BR0075485,TD Curitiba,FADEL,M1,R,,5,,0.0,5.0,2026-07-27,
BR0075488R46230,C470038,BR0075488,TD Curitiba,FADEL,M1,R,40.0,,,28.0,,2026-07-27,
BR0075494R46230,C470024,BR0075494,TD Curitiba,FADEL,M1,R,53.0,12,0.22641509433962265,37.099999999999994,-25.099999999999994,2026-07-27,
BR0075517R46230,C470831,BR0075517,TD Curitiba,FADEL,M1,R,,6,,0.0,6.0,2026-07-27,
BR0075564R46230,C470740,BR0075564,TD Curitiba,FADEL,M1,R,37.0,,,25.9,,2026-07-27,
BR0075595R46230,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075598R46230,C470749,BR0075598,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075727R46230,C470905,BR0075727,TD Curitiba,FADEL,M1,R,36.0,,,25.2,,2026-07-27,
BR0075816R46230,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-27,
BR0075950R46230,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,,0,,0.0,0.0,2026-07-27,
BR0219554R46230,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219562R46230,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075813R46230,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219544R46230,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219545R46230,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219549R46230,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075703R46230,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075865R46230,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075849R46230,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075512R46230,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075841R46230,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075785R46230,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075542R46230,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0422998R46230,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0422999R46230,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0423000R46230,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0423001R46230,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0423002R46230,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075882R46230,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219552R46230,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219546R46230,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219599R46230,C470808,BR0219599,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219600R46230,C470809,BR0219600,TD Curitiba,FADEL,M1,R,34.0,29,0.8529411764705882,23.799999999999997,5.200000000000003,2026-07-27,
BR0219601R46230,C470810,BR0219601,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219603R46230,C470823,BR0219603,TD Curitiba,FADEL,M1,R,13.0,,,9.1,,2026-07-27,
BR0219605R46230,C470824,BR0219605,TD Curitiba,FADEL,M1,R,45.0,0,0.0,31.499999999999996,-31.499999999999996,2026-07-27,
BR0219606R46230,C470825,BR0219606,TD Curitiba,FADEL,M1,R,35.0,1,0.02857142857142857,24.5,-23.5,2026-07-27,
BR0219609R46230,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219610R46230,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075562R46230,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075684R46230,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075652R46230,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0219608R46230,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075807R46230,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075798R46230,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075774R46230,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075712R46230,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075595R46230,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075783R46230,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-27,
BR0075507R46230,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-27,
BR0075522R46230,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-27,
BR0075549R46230,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,,0,,0.0,0.0,2026-07-27,
BR0075781R46230,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,10.0,,,7.0,,2026-07-27,
BR0075802R46230,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-27,
BR0442251R46230,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442252R46230,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442186R46230,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-27,
BR0442230R46230,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442231R46230,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442185R46230,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442702R46230,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0347315R46230,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0347316R46230,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442236R46230,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442237R46230,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442243R46230,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442232R46230,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442240R46230,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-27,
BR0442242R46230,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442233R46230,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442234R46230,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-27,
BR0442235R46230,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-27,
BR0442245R46230,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-27,
BR0442246R46230,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-27,
BR0075485R46231,C470741,BR0075485,TD Curitiba,FADEL,M1,R,31.0,,,21.7,,2026-07-28,
BR0075488R46231,C470038,BR0075488,TD Curitiba,FADEL,M1,R,71.0,35,0.49295774647887325,49.699999999999996,-14.699999999999996,2026-07-28,
BR0075494R46231,C470024,BR0075494,TD Curitiba,FADEL,M1,R,57.0,0,0.0,39.9,-39.9,2026-07-28,
BR0075517R46231,C470831,BR0075517,TD Curitiba,FADEL,M1,R,8.0,6,0.75,5.6,0.40000000000000036,2026-07-28,
BR0075564R46231,C470740,BR0075564,TD Curitiba,FADEL,M1,R,41.0,,,28.7,,2026-07-28,
BR0075595R46231,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075598R46231,C470749,BR0075598,TD Curitiba,FADEL,M1,R,6.0,,,4.199999999999999,,2026-07-28,
BR0075727R46231,C470905,BR0075727,TD Curitiba,FADEL,M1,R,40.0,,,28.0,,2026-07-28,
BR0075816R46231,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-28,
BR0075950R46231,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,16.0,0,0.0,11.2,-11.2,2026-07-28,
BR0219554R46231,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219562R46231,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075813R46231,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219544R46231,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219545R46231,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219549R46231,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075703R46231,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075865R46231,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075849R46231,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075512R46231,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075841R46231,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075785R46231,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075542R46231,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0422998R46231,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0422999R46231,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0423000R46231,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0423001R46231,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0423002R46231,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075882R46231,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219552R46231,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219546R46231,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219599R46231,C470808,BR0219599,TD Curitiba,FADEL,M1,R,37.0,,,25.9,,2026-07-28,
BR0219600R46231,C470809,BR0219600,TD Curitiba,FADEL,M1,R,30.0,29,0.9666666666666667,21.0,8.0,2026-07-28,
BR0219601R46231,C470810,BR0219601,TD Curitiba,FADEL,M1,R,33.0,,,23.099999999999998,,2026-07-28,
BR0219603R46231,C470823,BR0219603,TD Curitiba,FADEL,M1,R,33.0,,,23.099999999999998,,2026-07-28,
BR0219605R46231,C470824,BR0219605,TD Curitiba,FADEL,M1,R,27.0,0,0.0,18.9,-18.9,2026-07-28,
BR0219606R46231,C470825,BR0219606,TD Curitiba,FADEL,M1,R,37.0,1,0.02702702702702703,25.9,-24.9,2026-07-28,
BR0219609R46231,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219610R46231,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075562R46231,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075684R46231,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075652R46231,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0219608R46231,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075807R46231,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075798R46231,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075774R46231,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075712R46231,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075595R46231,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075783R46231,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-28,
BR0075507R46231,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-28,
BR0075522R46231,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,53.0,,,37.099999999999994,,2026-07-28,
BR0075549R46231,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,13.0,0,0.0,9.1,-9.1,2026-07-28,
BR0075781R46231,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,50.0,,,35.0,,2026-07-28,
BR0075802R46231,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,7.0,,,4.8999999999999995,,2026-07-28,
BR0442251R46231,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442252R46231,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442186R46231,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-28,
BR0442230R46231,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442231R46231,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442185R46231,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442702R46231,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0347315R46231,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0347316R46231,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442236R46231,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442237R46231,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442243R46231,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442232R46231,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442240R46231,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-28,
BR0442242R46231,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442233R46231,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442234R46231,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-28,
BR0442235R46231,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-28,
BR0442245R46231,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-28,
BR0442246R46231,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-28,
BR0075485R46232,C470741,BR0075485,TD Curitiba,FADEL,M1,R,35.0,,,24.5,,2026-07-29,
BR0075488R46232,C470038,BR0075488,TD Curitiba,FADEL,M1,R,48.0,61,1.2708333333333333,33.599999999999994,27.400000000000006,2026-07-29,
BR0075494R46232,C470024,BR0075494,TD Curitiba,FADEL,M1,R,64.0,2,0.03125,44.8,-42.8,2026-07-29,
BR0075517R46232,C470831,BR0075517,TD Curitiba,FADEL,M1,R,16.0,9,0.5625,11.2,-2.1999999999999993,2026-07-29,
BR0075564R46232,C470740,BR0075564,TD Curitiba,FADEL,M1,R,38.0,,,26.599999999999998,,2026-07-29,
BR0075595R46232,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075598R46232,C470749,BR0075598,TD Curitiba,FADEL,M1,R,30.0,16,0.5333333333333333,21.0,-5.0,2026-07-29,
BR0075727R46232,C470905,BR0075727,TD Curitiba,FADEL,M1,R,48.0,,,33.599999999999994,,2026-07-29,
BR0075816R46232,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-29,
BR0075950R46232,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,9.0,11,1.2222222222222223,6.3,4.7,2026-07-29,
BR0219554R46232,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219562R46232,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075813R46232,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219544R46232,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219545R46232,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219549R46232,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075703R46232,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075865R46232,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075849R46232,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075512R46232,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075841R46232,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075785R46232,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075542R46232,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0422998R46232,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0422999R46232,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0423000R46232,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0423001R46232,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0423002R46232,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075882R46232,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219552R46232,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219546R46232,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219599R46232,C470808,BR0219599,TD Curitiba,FADEL,M1,R,11.0,,,7.699999999999999,,2026-07-29,
BR0219600R46232,C470809,BR0219600,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219601R46232,C470810,BR0219601,TD Curitiba,FADEL,M1,R,11.0,,,7.699999999999999,,2026-07-29,
BR0219603R46232,C470823,BR0219603,TD Curitiba,FADEL,M1,R,23.0,,,16.099999999999998,,2026-07-29,
BR0219605R46232,C470824,BR0219605,TD Curitiba,FADEL,M1,R,31.0,0,0.0,21.7,-21.7,2026-07-29,
BR0219606R46232,C470825,BR0219606,TD Curitiba,FADEL,M1,R,33.0,7,0.21212121212121213,23.099999999999998,-16.099999999999998,2026-07-29,
BR0219609R46232,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219610R46232,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075562R46232,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075684R46232,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075652R46232,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0219608R46232,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075807R46232,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075798R46232,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075774R46232,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075712R46232,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075595R46232,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075783R46232,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-29,
BR0075507R46232,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-29,
BR0075522R46232,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,10.0,,,7.0,,2026-07-29,
BR0075549R46232,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,18.0,2,0.1111111111111111,12.6,-10.6,2026-07-29,
BR0075781R46232,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,38.0,,,26.599999999999998,,2026-07-29,
BR0075802R46232,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,8.0,,,5.6,,2026-07-29,
BR0442251R46232,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442252R46232,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,89.0,,,62.3,,2026-07-29,
BR0442186R46232,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-29,
BR0442230R46232,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-29,
